"fb_t_id" "fb_g_id" "gene" "half_life" "rank" "quantile" "dmso_polii" "dmso_tbp" "dmso_tfiib" "dmso_tfiif" "dmso_nelfe" "pro_cap" "DPE" "DRE" "Inr" "MTE" "PB" "TATA" "Motif1" "Motif6" "Motif7" "TCT"
"977" "FBtr0084295" "FBgn0038968" "CG12499" "18.26" 997 "q3" 5.5255040984452 4.05535187214874 4.45206234651427 4.77677685636812 4.98630862276666 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"266" "FBtr0074079" "FBgn0040285" "Scamp" "18.26" 998 "q3" 6.37789191859454 5.47130955086489 5.0447815838111 5.1179307855921 6.60659874230687 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"2270" "FBtr0345354" "FBgn0034543" "CG30152" "18.27" 999 "q3" 6.4075032325891 5.78910555492834 5.2368221054148 5.35818321587343 6.5352944840681 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"664" "FBtr0079545" "FBgn0011230" "poe" "18.29" 1000 "q3" 7.61145161533725 6.35646780355823 5.79780561712385 6.10819273234249 7.74623404423131 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"306" "FBtr0074631" "FBgn0030955" "CG6891" "18.31" 1001 "q3" 8.69974659046546 7.86548788014191 6.78183102719746 7.06631467289439 8.70899068009132 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"1974" "FBtr0333408" "FBgn0017457" "U2af38" "18.31" 1002 "q3" 6.41214810515815 4.49444278328598 5.04630373889386 4.7199070855917 6.14561080561174 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"1997" "FBtr0333679" "FBgn0026777" "Rad23" "18.31" 1003 "q3" 6.43933608343033 5.2719938128656 5.27631328741853 4.85180574767203 6.41955912145911 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"2076" "FBtr0336462" "FBgn0087013" "Karybeta3" "18.32" 1004 "q3" 5.88548359802132 5.06290632475293 5.75159948222697 5.14920074283861 5.93305017514572 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"1359" "FBtr0089192" "FBgn0013749" "Arf102F" "18.32" 1005 "q3" 4.46593346395789 4.12957780439969 3.73554063476134 3.53516171154436 5.08370373122842 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"164" "FBtr0072516" "FBgn0004373" "fwd" "18.33" 1006 "q3" 8.62972750499634 6.72657266582519 6.16361528634793 6.24388935352441 8.4177438433729 "T" "F" "F" "T" "F" "F" "F" "F" "T" "F" "F"
"381" "FBtr0075632" "FBgn0027088" "Aats-gly" "18.37" 1007 "q3" 6.4426830923453 5.12308387736277 5.02370087115559 4.74397341515665 6.43866387594993 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"537" "FBtr0078144" "FBgn0266557" "kis" "18.37" 1008 "q3" 7.80985343092473 6.49976706319062 6.31284971790215 6.15164068545605 7.93907375712476 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"1620" "FBtr0301503" "FBgn0260934" "par-1" "18.37" 1009 "q3" 6.30369751433685 5.71349760428216 5.66205635882292 5.26587007407382 6.0238215642389 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2185" "FBtr0343100" "FBgn0036402" "CG6650" "18.38" 1010 "q3" 5.09422167878836 4.7764282184913 4.84284603945287 4.88159174382768 5.15248948956378 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"203" "FBtr0073016" "FBgn0035371" "CG9977" "18.38" 1011 "q3" 5.94285524382681 4.60684349073341 5.27576268554891 5.48780983067067 5.62948941041549 "T" "F" "F" "F" "F" "T" "F" "F" "T" "F" "F"
"848" "FBtr0082387" "FBgn0037897" "CG5270" "18.4" 1012 "q3" 5.52101691305629 4.37301719370264 5.68411191332676 5.41952034589858 5.3583637752382 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"1556" "FBtr0299641" "FBgn0259173" "corn" "18.43" 1013 "q3" 8.92119226902675 8.28134124260577 8.95488983535263 8.72387179371582 8.41065233328684 "T" "F" "F" "F" "F" "F" "T" "F" "T" "F" "F"
"1450" "FBtr0100536" "FBgn0024182" "waw" "18.5" 1014 "q3" 6.3882493654787 4.81608230749998 5.52175902615414 5.00781583297365 5.69977215630892 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"2157" "FBtr0340273" "FBgn0028494" "CG6424" "18.5" 1015 "q3" 7.19310870651678 6.25139519175818 5.43027608168831 5.64954083105177 6.75148778395138 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2169" "FBtr0340450" "FBgn0000578" "ena" "18.54" 1016 "q3" 8.34508387396744 6.24552576677773 5.69329089891103 5.48270480046481 8.02464689712032 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"602" "FBtr0078830" "FBgn0037298" "CG2604" "18.56" 1017 "q3" 4.69183793393324 3.81369447113632 4.72971516359767 4.20656500243196 4.52826755632994 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"1406" "FBtr0089869" "FBgn0029854" "CG3566" "18.56" 1018 "q3" 6.95557837915794 5.55905123219805 5.32702870559274 5.32078777181842 6.80684160908681 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"711" "FBtr0080170" "FBgn0053129" "CG33129" "18.57" 1019 "q3" 6.3342884119746 4.83271010532324 4.58662366427952 4.59329394542518 6.24836828459464 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1093" "FBtr0086027" "FBgn0033052" "SCAP" "18.59" 1020 "q3" 6.87961344229352 5.57032295567406 6.15766456891599 6.33738577335025 6.57950021511271 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1279" "FBtr0088253" "FBgn0027499" "wde" "18.6" 1021 "q3" 8.33943657870814 6.18380416687797 6.21335267833091 6.30769903869082 8.20221165093033 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"504" "FBtr0077679" "FBgn0024920" "Ts" "18.6" 1022 "q3" 4.77835549440395 4.14064531680496 5.35588897953612 4.94855445284003 4.62309812679972 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2069" "FBtr0335448" "FBgn0037926" "Elp1" "18.63" 1023 "q3" 5.7385019088374 4.51508451386188 4.32713831304886 4.50854569040366 5.22925834186113 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"423" "FBtr0076139" "FBgn0086254" "CG6084" "18.63" 1024 "q3" 7.32172433762423 7.23854439272873 5.97011815636956 7.10713381300395 7.30563722726652 "T" "F" "F" "T" "F" "F" "T" "F" "F" "T" "F"
"2084" "FBtr0336766" "FBgn0264324" "spg" "18.66" 1025 "q3" 8.11568312461231 9.12928951484181 6.87833502709382 7.08735552846298 7.82936674259727 "T" "F" "F" "F" "F" "T" "T" "F" "F" "F" "F"
"1316" "FBtr0088633" "FBgn0033373" "CG8080" "18.67" 1026 "q3" 5.55734272436274 4.81581655373321 4.47711680923979 4.02136974889138 5.61046150839281 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"1173" "FBtr0086954" "FBgn0034223" "Tes" "18.69" 1027 "q3" 5.68386698660713 5.10885117248577 4.98811565138649 4.98189591063191 5.76864588037851 "T" "F" "T" "F" "F" "F" "F" "F" "T" "F" "F"
"2098" "FBtr0337060" "FBgn0038465" "Irc" "18.7" 1028 "q3" 8.95594530870894 7.0442895175423 6.22046417252302 6.11791897109729 8.70957675740642 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1411" "FBtr0089925" "FBgn0039714" "Zip99C" "18.7" 1029 "q3" 7.15106666347684 5.94156521659574 6.07974295452812 6.29968415076132 6.46946494759037 "T" "F" "F" "F" "F" "F" "T" "F" "F" "F" "F"
"2210" "FBtr0343607" "FBgn0032196" "CG5708" "18.73" 1030 "q3" 5.4527112669541 4.54401047435572 4.49664621950813 4.00502011169404 5.54070446423666 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1255" "FBtr0087957" "FBgn0033717" "CG8839" "18.77" 1031 "q3" 8.32046226937256 6.90173667248123 6.48331304408223 6.19189826142752 8.14524239770245 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"1097" "FBtr0086039" "FBgn0259978" "vlc" "18.78" 1032 "q3" 6.79784844903016 5.76023876821728 5.34718703023753 5.35749818562863 6.65526026527025 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"2075" "FBtr0335518" "FBgn0037379" "CG10979" "18.78" 1033 "q3" 5.64665318100462 4.80765144418535 4.87326028435348 4.86163716402067 5.33965560427353 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2092" "FBtr0336978" "FBgn0261444" "CG3638" "18.82" 1034 "q3" 6.11417451314107 5.23016800273358 5.61221091982826 5.2176049115299 5.97449726305287 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"355" "FBtr0075344" "FBgn0036663" "CG9674" "18.83" 1035 "q3" 7.17681619948254 6.27679163795449 6.15650699517291 6.93718587765838 6.72560381352472 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"855" "FBtr0082513" "FBgn0037963" "Cad87A" "18.85" 1036 "q3" 8.4605253604928 6.28937045523195 7.14096011680405 6.68785638131547 8.06525194100835 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"401" "FBtr0075899" "FBgn0036332" "CG11261" "18.85" 1037 "q3" 7.05382280167288 5.19528018722263 4.98700602740023 5.07241473292993 6.94173828462209 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"815" "FBtr0081882" "FBgn0037607" "CG8036" "18.87" 1038 "q3" 9.70098031453691 8.31412159417142 6.80657399055027 7.32992364800565 9.32237802369248 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1977" "FBtr0333419" "FBgn0250903" "lmgA" "18.89" 1039 "q3" 5.15967764004163 4.76464707699909 5.4066398392677 5.13739394734095 5.25672131948778 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"976" "FBtr0084294" "FBgn0028688" "Rpn7" "18.93" 1040 "q3" 5.33431804219861 4.64530521367379 4.44836881367272 4.32599837525751 5.55101675935388 "T" "F" "T" "F" "F" "F" "F" "F" "T" "F" "F"
"419" "FBtr0076087" "FBgn0015278" "Pi3K68D" "18.94" 1041 "q3" 6.60957336078763 5.51137294102754 6.16568226260065 5.68701636537317 6.39796601301582 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"1760" "FBtr0306231" "FBgn0262872" "milt" "18.95" 1042 "q3" 7.25927090279249 6.28844809578161 6.32916722356884 5.99829492017531 7.13307493743676 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"312" "FBtr0074739" "FBgn0031039" "Shawn" "18.97" 1043 "q3" 5.21420812807768 4.37145087215937 4.90691647124118 4.87282687227352 5.04563790261591 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"151" "FBtr0072290" "FBgn0002787" "Rpn8" "19.01" 1044 "q3" 6.37231824621906 5.3333799640311 5.20131692279602 4.88297873647164 5.88603669867867 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2302" "FBtr0345982" "FBgn0029969" "CG10932" "19.02" 1045 "q3" 5.4197039250442 3.80229859130191 4.68281068986931 4.58896588973605 5.12264085567503 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"735" "FBtr0080763" "FBgn0041627" "Ku80" "19.03" 1046 "q3" 5.50126712368396 4.64460708126186 4.95794022642802 5.16708842190067 5.51192233624289 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"325" "FBtr0074998" "FBgn0023395" "Chd3" "19.04" 1047 "q3" 6.47899265083775 5.37638310005303 5.68357496935921 5.38552558022077 6.37555878839885 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"62" "FBtr0071132" "FBgn0029979" "CG10777" "19.04" 1048 "q3" 6.41159855306141 5.14762182344301 5.00001338334565 5.09838849494433 6.51098811662211 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"1782" "FBtr0307200" "FBgn0030893" "RhoGAP16F" "19.09" 1049 "q3" 5.3345660678491 4.80480041010058 4.35145554381097 4.13917112916061 5.50915383891051 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1277" "FBtr0088228" "FBgn0263510" "nclb" "19.15" 1050 "q3" 6.5235655730626 4.82648541525261 4.90756525547835 4.9965488884018 6.1556969868866 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2200" "FBtr0343369" "FBgn0261260" "mgl" "19.15" 1051 "q3" 8.75839941707245 7.00595426817063 5.79573796006258 6.60776473758824 8.11102502629502 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"592" "FBtr0078752" "FBgn0037344" "CG2926" "19.17" 1052 "q3" 5.61564477486957 4.85880635651552 5.11096103911851 4.9049471674001 5.77456145275082 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2016" "FBtr0334094" "FBgn0011455" "l(3)neo18" "19.17" 1053 "q3" 6.05785053810024 5.03922030870164 5.05314163202506 5.00566969962135 5.81642125223046 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"2039" "FBtr0334706" "FBgn0039737" "CG7920" "19.2" 1054 "q3" 9.17652403963283 7.06712921363402 6.39604831306326 6.14487506627492 8.90104170306054 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"144" "FBtr0072253" "FBgn0021875" "Zfrp8" "19.21" 1055 "q3" 6.17071032051045 4.84828528293326 4.69666289829591 4.70881199764645 6.16237000770303 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"78" "FBtr0071361" "FBgn0001186" "Hex-A" "19.23" 1056 "q3" 8.56529048434677 6.77465099056323 7.20321394812751 6.800999251378 8.18918292137129 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"843" "FBtr0082333" "FBgn0037852" "Tpc1" "19.24" 1057 "q3" 5.9050127925411 5.1053784999066 5.49856463513298 4.82485061380939 5.58965669726927 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"2274" "FBtr0345381" "FBgn0035285" "CG12025" "19.25" 1058 "q3" 6.31740360324757 5.68165044347586 5.73321002958734 5.67644841469429 5.95663847731077 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1323" "FBtr0088699" "FBgn0263120" "Acsl" "19.28" 1059 "q3" 7.24438408724699 5.85458932537998 4.72066587815202 5.38431467496885 7.18574901546801 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1960" "FBtr0333218" "FBgn0020386" "Pdk1" "19.29" 1060 "q3" 8.0117593426883 6.40898536655506 5.57074934930674 6.7491965011184 7.84031430682213 "T" "F" "F" "T" "F" "T" "F" "F" "F" "F" "F"
"162" "FBtr0072466" "FBgn0020386" "Pdk1" "19.3" 1061 "q3" 8.64816280059873 7.17347952289378 6.05674678981535 6.12947263531817 8.60260807777355 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"883" "FBtr0082931" "FBgn0038224" "CG3321" "19.3" 1062 "q3" 6.36869791753085 4.81572795597459 5.0557037791456 4.81231071962167 6.1324924064431 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"1008" "FBtr0084760" "FBgn0039265" "CG11790" "19.34" 1063 "q3" 7.74314999637651 6.26504127987193 6.11101504805241 5.85829383916045 7.62964828858793 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"36" "FBtr0070748" "FBgn0003449" "snf" "19.35" 1064 "q3" 5.39505715881891 4.45258983427522 7.1589882396938 7.03628893443232 4.92634528844418 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"1020" "FBtr0084935" "FBgn0028717" "Lnk" "19.35" 1065 "q3" 5.64791326558674 4.91681509321549 5.44615307894157 4.14938127329048 5.78125219339137 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"1172" "FBtr0086947" "FBgn0010409" "RpL18A" "19.35" 1066 "q3" 6.85306386647126 5.73499908723875 8.25944269766352 8.0347630961251 5.71338312792988 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "T"
"703" "FBtr0080062" "FBgn0032215" "CG5385" "19.36" 1067 "q3" 5.27939048845765 3.72918260379333 3.62828503043676 3.62179823014039 5.18775161262811 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"210" "FBtr0073149" "FBgn0035464" "CG12006" "19.36" 1068 "q3" 7.12500299605342 5.65146752893048 6.07734364240353 5.78183195374411 6.6331832047086 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"928" "FBtr0083637" "FBgn0023083" "fray" "19.37" 1069 "q3" 5.47664130881262 4.78449986367086 4.94723710239138 4.77803480707911 5.52692120209287 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1789" "FBtr0308061" "FBgn0035424" "CG11505" "19.41" 1070 "q3" 7.7003714026169 5.57100718073382 5.68507251557763 5.13088221509446 6.64127509883531 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1701" "FBtr0303386" "FBgn0261836" "Msp300" "19.48" 1071 "q3" 6.96465230250296 5.44207480451329 4.09836207364818 4.50087492358558 7.14095658877027 "T" "T" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2180" "FBtr0342971" "FBgn0053080" "CG33080" "19.49" 1072 "q3" 6.09989875861076 7.1562157429715 6.75134640531235 5.44619465977289 6.0582580481586 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"920" "FBtr0083456" "FBgn0025571" "SF1" "19.54" 1073 "q3" 5.8966661700892 4.57079720561541 5.72292090144373 5.48673677693388 5.33852065770432 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"1846" "FBtr0330197" "FBgn0031897" "CG13784" "19.56" 1074 "q3" 8.19693656514073 6.30022970493029 6.62815023949856 6.22022284844275 7.95664096186333 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2231" "FBtr0344363" "FBgn0266410" "CG45050" "19.58" 1075 "q3" 8.66216877894178 7.46254375346061 6.83641130270882 7.36202699760781 8.35114521785147 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1972" "FBtr0333369" "FBgn0012058" "Cdc27" "19.61" 1076 "q3" 6.27464072526529 5.02879638497789 5.17110235140727 4.30191380326112 6.07088819580279 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1759" "FBtr0306017" "FBgn0023388" "Dap160" "19.62" 1077 "q3" 5.87089136882245 5.09484177922862 5.2235411561273 5.34562884649323 6.20971217572167 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1150" "FBtr0086693" "FBgn0261477" "slim" "19.62" 1078 "q3" 7.49437992709939 5.7730585306456 5.20658426308292 4.8947062947334 7.52247589344522 "T" "F" "T" "T" "F" "F" "F" "F" "F" "T" "F"
"1832" "FBtr0310433" "FBgn0086674" "Tango13" "19.64" 1079 "q3" 8.91939884056776 7.18152203320317 7.65510176144734 7.76271676732393 8.48138856861179 "T" "T" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"509" "FBtr0077811" "FBgn0031374" "CG7337" "19.66" 1080 "q3" 8.6380399385444 6.66140164212246 6.4676785322206 6.82768664046181 8.16391555221214 "T" "F" "T" "F" "F" "T" "F" "T" "F" "F" "F"
"474" "FBtr0076938" "FBgn0261445" "sgl" "19.68" 1081 "q3" 9.30874594897266 6.95510746979376 6.84196117296834 6.60224951597544 9.17749814268675 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"1812" "FBtr0309120" "FBgn0263392" "CG43444" "19.7" 1082 "q3" 7.57727898565997 6.97460509434229 6.0376613496351 5.31901927945141 7.44940187436965 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"1064" "FBtr0085435" "FBgn0040623" "Spase12" "19.74" 1083 "q3" 5.93038631386673 4.50732268041364 4.6496176956498 4.57939823151667 5.51867259602984 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"538" "FBtr0078181" "FBgn0024887" "kin17" "19.75" 1084 "q3" 5.45570134724092 4.08179820866957 4.51401931961308 4.29236246370336 4.66723436122924 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"466" "FBtr0076791" "FBgn0035793" "CG7546" "19.76" 1085 "q3" 5.46004378215783 4.36190753982898 5.02101343871623 4.67632312367652 5.18205858851243 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"964" "FBtr0084095" "FBgn0038881" "CG16791" "19.84" 1086 "q3" 8.72811143864356 6.32273510302848 5.98950461808757 6.09015544687295 8.50699702883831 "T" "F" "F" "F" "T" "T" "F" "F" "F" "F" "F"
"108" "FBtr0071771" "FBgn0034708" "Vps35" "19.86" 1087 "q3" 6.07726605852179 5.24154632546157 5.4399553133255 4.90794348322863 5.81612889261435 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"961" "FBtr0084038" "FBgn0003257" "r-l" "19.86" 1088 "q3" 8.40183483604114 6.56583197423569 6.89853607724825 6.83148243024919 7.26627798436399 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2150" "FBtr0340159" "FBgn0025800" "Smox" "19.88" 1089 "q3" 6.21585868307963 5.48489824061829 5.04959891109838 4.71966394083569 5.83491690591275 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"1070" "FBtr0085602" "FBgn0039738" "Mgat2" "19.88" 1090 "q3" 8.21384241326962 6.49772699807371 6.04926168192186 5.95561825302082 8.27547839992828 "T" "F" "F" "F" "F" "T" "F" "F" "F" "T" "F"
"14" "FBtr0070179" "FBgn0040398" "CG14629" "19.89" 1091 "q3" 8.48443234027251 6.49275182817542 5.9460404373355 5.92083527393942 7.93540110647484 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"678" "FBtr0079722" "FBgn0027094" "Aats-ala" "19.9" 1092 "q3" 6.46208888994811 5.01398101755416 5.56219810411167 5.47646405383811 6.18781128213888 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"1589" "FBtr0300447" "FBgn0004107" "cdc2c" "19.9" 1093 "q3" 5.65046339400493 4.99206326681682 5.67260548234054 5.09454231646444 5.7406362756105 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"1509" "FBtr0113206" "FBgn0037643" "skap" "19.92" 1094 "q3" 6.47986310405569 4.94403703170695 5.07929239664251 4.90911948149971 6.33497240547002 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"51" "FBtr0070993" "FBgn0029882" "CG3226" "19.95" 1095 "q3" 5.86953962990797 5.20443633561728 5.43502595923438 5.42582453894744 5.69515844949709 "T" "F" "F" "F" "F" "F" "F" "F" "T" "F" "F"
"828" "FBtr0082113" "FBgn0037710" "CG9393" "20" 1096 "q3" 7.0949456307211 5.49918790532125 5.59200647161891 5.31067402947526 7.27476516103016 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"2029" "FBtr0334578" "FBgn0015625" "CycB3" "20.01" 1097 "q3" 7.53397383841184 6.11332154569075 5.81311738193539 6.03985521370487 7.61097999612086 "T" "F" "F" "F" "F" "F" "F" "T" "F" "F" "F"
"1355" "FBtr0089095" "FBgn0026199" "myo" "20.01" 1098 "q3" 6.20632081637618 5.00383913893073 4.55239869941859 4.76123790626635 6.56101481439079 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"41" "FBtr0070823" "FBgn0000042" "Act5C" "20.01" 1099 "q3" 7.4533404956709 6.43284349357846 6.66560120647777 5.88368564602549 7.10903006010079 "T" "F" "F" "F" "F" "T" "F" "F" "F" "F" "F"
"997" "FBtr0084529" "FBgn0053111" "CG33111" "20.02" 1100 "q3" 8.33016357365753 6.19952825244786 6.19726927877704 5.64014383662271 8.24213768749835 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"1344" "FBtr0088947" "FBgn0028687" "Rpt1" "20.04" 1101 "q3" 6.2264077123323 4.83629289343088 5.33982896020264 5.20938730128059 6.36829471815428 "T" "F" "T" "T" "F" "F" "F" "F" "F" "T" "F"
"515" "FBtr0077867" "FBgn0001125" "Got2" "20.07" 1102 "q3" 7.26551328938152 5.75728938835675 5.22871922720723 4.86687133962679 7.28008969842078 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"89" "FBtr0071546" "FBgn0003391" "shg" "20.09" 1103 "q3" 8.23903950493761 6.41472449721125 7.26234242518806 7.06615286771456 8.1006255132983 "T" "T" "F" "F" "F" "T" "F" "F" "F" "T" "F"
"588" "FBtr0078733" "FBgn0027951" "MTA1-like" "20.09" 1104 "q3" 5.78740090618355 5.77360597899161 5.73037841295482 5.30593517094336 5.9154187120781 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"1962" "FBtr0333220" "FBgn0036844" "Mkp3" "20.13" 1105 "q3" 8.19085723648849 7.97122224327554 8.27585840349842 7.06535579840191 7.83224112164787 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2105" "FBtr0339099" "FBgn0265192" "Snp" "20.17" 1106 "q3" 6.75681165300834 5.47674955814036 5.88862989898921 4.80907953864633 6.44500647408894 "T" "F" "T" "F" "F" "F" "F" "F" "F" "F" "F"
"453" "FBtr0076540" "FBgn0011206" "bol" "20.18" 1107 "q3" 6.314794302258 5.4769158308952 6.29596802952574 5.84505115924215 6.40081324205044 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1957" "FBtr0333168" "FBgn0029006" "lack" "20.19" 1108 "q3" 6.3812692069623 4.89569860699694 4.89313439816928 4.52644870543458 6.40392670082169 "T" "F" "T" "F" "F" "F" "F" "F" "F" "T" "F"
"65" "FBtr0071234" "FBgn0026679" "IntS4" "20.2" 1109 "q3" 5.40389360905285 4.389643873235 4.87579904027878 4.44715142040045 4.50576310320398 "T" "F" "F" "F" "F" "F" "F" "F" "F" "T" "F"
"408" "FBtr0075983" "FBgn0052103" "CG32103" "20.22" 1110 "q3" 9.24740184560151 6.9947978958241 5.94458731168601 5.8292607633547 9.20074200770608 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"819" "FBtr0081969" "FBgn0028708" "Mst85C" "20.22" 1111 "q3" 5.72238369348951 5.1628748977364 4.62527064288209 4.4702147118278 5.4417703800284 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"2323" "FBtr0346538" "FBgn0052251" "Claspin" "20.22" 1112 "q3" 6.8263343636082 5.1163447948108 5.92762080781912 5.39907104759466 5.71570958864747 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"590" "FBtr0078743" "FBgn0261004" "asl" "20.22" 1113 "q3" 5.13065604592939 4.49620931337784 4.55675653490757 4.54382241670738 5.14809730376345 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"129" "FBtr0072120" "FBgn0015372" "RabX1" "20.24" 1114 "q3" 5.77347845066633 4.54475900411204 4.4200332470321 4.5689225071403 5.89796729822486 "T" "F" "F" "T" "F" "F" "F" "F" "F" "F" "F"
"2109" "FBtr0339330" "FBgn0051453" "pch2" "20.25" 1115 "q3" 5.71918178426636 4.59224191103305 5.47981606235183 5.94977492235812 5.16859062175422 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
"1621" "FBtr0301507" "FBgn0033988" "pcs" "20.28" 1116 "q3" 8.26370230766612 6.06521497077123 6.03610970852737 5.84166913543779 7.9187910270058 "T" "F" "F" "F" "F" "F" "F" "F" "F" "F" "F"
